time,latitude,longitude,sst,nobs,mask
UTC,degrees_north,degrees_east,degree_C,,
2003-02-16T00:00:00Z,33.38,-120.49,14.202148,28,1
2003-02-16T00:00:00Z,33.38,-120.48,14.199219,28,1
2003-02-16T00:00:00Z,33.38,-120.47,14.197937,28,1
2003-02-16T00:00:00Z,33.38,-120.46,14.19577,28,1
2003-02-16T00:00:00Z,33.38,-120.45,14.194214,28,1
2003-02-16T00:00:00Z,33.38,-120.44,14.196045,28,1
2003-02-16T00:00:00Z,33.38,-120.43,14.202057,28,1
2003-02-16T00:00:00Z,33.38,-120.42,14.211975,28,1
2003-02-16T00:00:00Z,33.38,-120.41,14.224121,28,1
2003-02-16T00:00:00Z,33.38,-120.4,14.23645,28,1
2003-02-16T00:00:00Z,33.38,-120.39,14.247192,28,1
2003-02-16T00:00:00Z,33.38,-120.38,14.254883,28,1
2003-02-16T00:00:00Z,33.38,-120.37,14.259338,28,1
2003-02-16T00:00:00Z,33.38,-120.36,14.261932,28,1
2003-02-16T00:00:00Z,33.38,-120.35,14.264008,28,1
2003-02-16T00:00:00Z,33.38,-120.34,14.2655945,28,1
2003-02-16T00:00:00Z,33.38,-120.33,14.266876,28,1
2003-02-16T00:00:00Z,33.38,-120.32,14.266663,28,1
2003-02-16T00:00:00Z,33.38,-120.31,14.26413,28,1
2003-02-16T00:00:00Z,33.38,-120.3,14.260895,28,1
2003-02-16T00:00:00Z,33.38,-120.29,14.259308,28,1
2003-02-16T00:00:00Z,33.38,-120.28,14.258972,28,1
2003-02-16T00:00:00Z,33.38,-120.27,14.258484,28,1
2003-02-16T00:00:00Z,33.38,-120.26,14.258179,28,1
2003-02-16T00:00:00Z,33.38,-120.25,14.259094,28,1
2003-02-16T00:00:00Z,33.38,-120.24,14.261566,28,1
2003-02-16T00:00:00Z,33.38,-120.23,14.265808,28,1
2003-02-16T00:00:00Z,33.38,-120.22,14.271393,28,1
2003-02-16T00:00:00Z,33.38,-120.21,14.277771,28,1
2003-02-16T00:00:00Z,33.38,-120.2,14.283936,28,1
2003-02-16T00:00:00Z,33.38,-120.19,14.288574,28,1
2003-02-16T00:00:00Z,33.38,-120.18,14.291382,28,1
2003-02-16T00:00:00Z,33.38,-120.17,14.29364,28,1
2003-02-16T00:00:00Z,33.38,-120.16,14.296967,28,1
2003-02-16T00:00:00Z,33.38,-120.15,14.302582,28,1
2003-02-16T00:00:00Z,33.38,-120.14,14.3107605,28,1
2003-02-16T00:00:00Z,33.38,-120.13,14.319336,28,1
2003-02-16T00:00:00Z,33.38,-120.12,14.324982,28,1
2003-02-16T00:00:00Z,33.38,-120.11,14.327362,28,1
2003-02-16T00:00:00Z,33.38,-120.1,14.326416,28,1
2003-02-16T00:00:00Z,33.38,-120.09,14.3237,28,1
2003-02-16T00:00:00Z,33.38,-120.08,14.320923,28,1
2003-02-16T00:00:00Z,33.38,-120.07,14.319153,28,1
2003-02-16T00:00:00Z,33.38,-120.06,14.3185425,28,1
2003-02-16T00:00:00Z,33.38,-120.05,14.318878,28,1
2003-02-16T00:00:00Z,33.38,-120.04,14.320068,28,1
2003-02-16T00:00:00Z,33.38,-120.03,14.322205,28,1
2003-02-16T00:00:00Z,33.38,-120.02,14.325256,28,1
2003-02-16T00:00:00Z,33.38,-120.01,14.32901,28,1
2003-02-16T00:00:00Z,33.38,-120.0,14.332367,28,1
2003-02-16T00:00:00Z,33.38,-119.99,14.334717,28,1
2003-02-16T00:00:00Z,33.38,-119.98,14.33783,28,1
2003-02-16T00:00:00Z,33.38,-119.97,14.344208,28,1
2003-02-16T00:00:00Z,33.38,-119.96,14.353729,28,1
